title,sales_company,end_user,delivery_day,user_id,content,status
小売,スペース,提案中,2017/12/31,5,3/17　リテールテック　見積依頼、導入検討会社15社の商談を3月22日から開始。,継続
小売,株式会社ヴィンクス,福岡ソフトバンクホークス,2017/3/31,5,"17/3/13　SL22　2台追加17/2/17　SL22 3台追加16/12/13　SL22 220台、4連充電器　59台、シングル充電器18台納品16/7/6　初回見積16/6/14　福岡ソフトバンクホークスから問い合わせ16/6/9　ヴィンクスより問い合わせ",受注
物流,株式会社ヴィンクス,提案中,2017/12/31,5,3/15　auのアンドロイド端末での対応をできるようにした場合、大体どの程度のカスタマイズ費用か。SL42 の場合の価格,継続
小売,株式会社ヴィンクス,ケイト・スペード ジャパン,2017/8/31,5,3/9今月中に最終決定連絡有,継続
医療,ブレイン,調剤薬局,2017/12/31,5,"3/13　WinodwsタブレットPOSと新開発のプリンターの組み合わせ。1452g-２Dで提案は決定。調剤薬局以外、小売もありその場合は１D版　@11,000(税別）　スタンド付き",継続
小売,ブレイン,映画館,2017/12/31,5,"3/13　ある程度納得をしているがipodTouchのカメラでいいのではないかという問い。2/24　初回打ち合わせ　映画館でチケットのQRコードを付け、QRコードを読ませる　PA670とLS22紹介。",継続
物流,ダイドー株式会社,ダイドー,2017/8/31,5,"3/28　PM200開発用1台購入16/12/16社内稟議完了　開発用機器3月に1台購入。7月迄に開発完了　8月から順次展開",受注
医療,郷商事,タカゾノ,2018/3/1,6,"アイウェアにも同引き合い。100台：12,400円、500台：11,200円、調剤監査システムRak-Che3（ラクチェ３）リニューアル向け",継続
医療,郷商事,タカゾノ,2017/5/1,6,年50セット目標、薬剤払出機Tiara（ティアラ）向け,継続
その他,日本システム開発,日本システム開発,2017/12/31,6,マーソンのレーザー終息に伴う代品案件。,継続
物流,日本システム開発,東七,2017/10/1,6,(株)イシマル経由、競合：キーエンス W85,継続
小売,日本システム開発,セリア,2017/9/1,6,NEC経由　既存MS3200の入れ替え提案 コードレス化の案あり1452gも提案していた,継続
小売,日本システム開発,桂新堂,2017/5/1,6,菓子メーカーの直営店舗向け　競合：キーエンス,継続
医療,日本システム開発,半田市医師会健康管理センター,2017/12/31,6,時期等、詳細はまだ不明,継続
その他,日本システム開発,福岡市交通局,2017/12/31,6,Zebexユーザーの置き換え提案,継続
医療,日本システム開発,アイティーアイ,2017/12/31,6,(株)イシマル経由　GS1 AIカッコ出力のためプラグイン入り、しかし対象機がiPhone7だった・・・,継続
医療,日本システム開発,徳島県立中央病院,2018/1/1,6,"NEC経由　入札仕様はOPL-6845、特価＠8,300+保証延長2,000　6年保証",継続
医療,日本システム開発,島根大学医学部附属病院,2017/3/21,6,受注済　東芝メディカルシステムズ経由,受注
医療,日本システム開発,千葉大学医学部附属病院,2018/4/1,6,2017年度内入札、東芝メディカルシステムズ経由,失注
医療,日本システム開発,関門医療センター,2017/12/31,6,失注：NEC納入済み他社バイブ無し品の入れ替え案件だったが、入れ替えない模様。,受注
医療,日本システム開発,市立川西病院,2017/1/30,6,受注済,継続
医療,日本システム開発,国立循環器医療センター,2018/9/1,6,2011年にNEC経由で納入済、2019年に移転予定、2018年中に入札ある予定,継続
医療,日本システム開発,国立姫路医療センター,2017/7/1,6,キヤノンITSメディカル経由、競合：NEC,継続
医療,日本システム開発,国立病院機構 大阪医療センター,2017/12/1,6,富士通経由、2017年12月入札、2018年12月稼働、6年保証,継続
医療,日本システム開発,国立沖縄病院,2017/4/1,6,JBCC経由　状況確認します,継続
医療,日本システム開発,桜十字病院,2017/12/31,6,再春館製薬所グループ　全8病院,継続
医療,日本システム開発,社会医療法人大道会,2017/12/31,6,H-15A使用中ユーザー。充電端子故障多発による買い替え需要,継続
医療,日本システム開発,大阪成人病センター,2016/12/1,6,受注済、2D有線はGD-4430に。NEC経由,受注
物流,日本システム開発,PASCOエクスプレス,2017/12/31,6,失注：ソロモンOCR。読み取り評価で満足できず。敷島製パングループ　システムギアソフテック経由,失注
FA,日本システム開発,(株)日工社 大分工場,2016/8/1,6,失注：DT-W70のリプレイス案件だったが、K社W85に決定された。,失注
医療,日本システム開発,関西労災病院,2017/2/1,6,失注：NEC経由。OPL6845が型番指定で決定、電子カルテシステム自体も富士通が落札。,失注
医療,日本システム開発,スズケン,2016/9/1,6,"失注：NEC中部支社経由。競合：Bluebird(富士通)、E/U@50,000切って提示され。",失注
物流,ブレイン,住友重機械搬送システム,2017/12/31,6,防爆　単価見積もり引き合い,継続
FA,ブレイン,積水ハウス,2017/2/1,6,受注済　アンデックス社（仙台）経由,受注
物流,ブレイン,キューソー流通,2017/12/1,6,失注に近い保留、デンソー3.5インチ画面CE機(BHT-1200B-CE)を試すとのこと。,失注
FA,ブレイン,横浜ゴム,2016/6/1,6,受注：SR61TXの入れ替え。（旭硝子と間違えていました）,受注
物流,ブレイン,ホームロジスティクス,2016/9/1,6,失注：マンハッタンアソシエイツ社WMS配下、TC55への接続。競合：キーエンス、Bluebird、最終的にCASIOがHi-Sarfとの組み合わせで受注。,失注
FA,東北システムズ・サポート,竹本油脂,2017/6/1,6,昨年のモバイルEXPOから追っかけていただいている件,継続
物流,東北システムズ・サポート,フィリップス,2017/8/1,6,追加案件。　WEH6.5,継続
物流,東北システムズ・サポート,フィリップス,2016/10/1,6,受注済（計140台）　WEH6.5,受注
物流,島津エス・ディー,ホームロジスティクス,2017/9/1,6,ニトリ　関西DC　Cognex　競合：フィブイントラロジスティックス　SICKを担いている,継続
物流,島津エス・ディー,丸紅ロジスティックス,2017/4/30,6,旧アシックス物流　日立物流ソフト経由　ピッキングカート,継続
物流,島津エス・ディー,ジ―マック,2017/3/1,6,受注済　ピッキングカート向け　Finpad700iへの接続　元々Magellan1100からの置き換え,受注
物流,島津エス・ディー,摂津倉庫,2017/10/1,6,コンテック（ダイフク）経由、ニチユのフォーク端末リプレイス案件、現行LS3408ER,継続
物流,島津エス・ディー,花王ロジスティックス,2017/12/31,6,2016年10月頃を予定していたが遅延。,継続
FA,因幡電機産業,コマツ大阪工場,2016/11/1,6,失注：PLC接続テストOK、ITと現場で単価の折り合いが付かず、担当者も配置換えになり案件消滅,失注
物流,アイニックス,カトーレック,2017/12/31,6,DignoFスマートスレッド付 au E06SHリプレイス 富士通ルート,継続
小売,アイニックス,みずほ銀行,2018/1/1,6,宝くじ売り場のPOS、30000台/2年　競合：M10、Dibar、2017年内設計段階,継続
FA,アイニックス,小川香料,2017/12/1,6,e-Sol Emusen　年内予算化、導入は来年,継続
FA,アイニックス,東洋紡,2017/3/31,6,失注：岩国事業所。EX25で3m先の原反の1Dを読めないか、という件。ビニール越しでの読み取りができず断念。,失注
FA,アイニックス,フジテック,2017/12/31,6,1452g1Dを2台購入済,継続
FA,アイニックス,堅田電機,2017/12/31,6,中国工場でD6100ユーザー。OCR要望あり、D6110 CE版で提案再開,継続
医療,共和電子製作所,提案中,2017/12/31,6,年1000～3000　携帯用血液分析器向け　開発は旭光電機　クライアントは未公開　５台試作作成後評価中,継続
その他,パナソニック,提案中,2017/3/31,6,失注：オートモーティブ社　当初N5680HDで試作を50台製作後、コスト合わずN3680を再提案 DOFが要望と合わず。,失注
その他,エルモ社,提案中,2017/7/1,6,1000～3000　モバイル決裁端末向け　アリペイ,継続
小売,アヴネット,The Suits Company,2017/10/1,6,青山商事　商流：アヴネット、オカベマーキングシステム、東芝テック、アクトシステムズ　Windows10,継続
FA,スタークマインド,太洋工業,2017/12/31,6,フレキシブルコンテナパックの文字読み取り　大阪自動認識展来場社,継続
その他,トヤマデータセンター,提案中,2017/12/31,6,THIR-3000EX使用中のユーザーへ提案中,継続
その他,トヤマデータセンター,提案中,2017/3/31,6,失注：パナソニック防爆タブレットが採用されたとのこと,失注
医療,東芝テック,大阪府立急性期総合医療センター,2017/5/1,6,"NEC経由、入札案件、6年保証は+19,000円",継続
医療,佐鳥電機,大阪医師会,2017/12/31,6,オムロンソーシアルソリューションズ(滋賀・大津市)経由　競合：DS4308　本年度決裁おりず未決,継続
小売,エトロジャパン,エトロジャパン,2017/6/30,7,現在モトローラー　MC55　60台使用中、初年度40台　MAX６０台,継続
その他,東亜エレクトロニクス株式会社,調査中,2017/6/30,7,"競合あり　TC55 @\80,000-",継続
その他,共同印刷株式会社,リードジャパン,2017/12/31,7,,継続
その他,ユニエイム,エイベックス,2017/5/30,7,レンタル,継続
その他,ユニエイム,エイベックス,2017/5/30,7,レンタル,継続
医療,イエスウィキャン,確認中,2017/12/31,7,競合あり　AsReader ASX-520R　2017/4提案開始,継続
その他,シャノン,シャノン,2018/10/30,7,2017/5以降各社評価開始、2017/11以降購入予定,継続
小売,グローバルファインドネットワーク,鳥羽一番街,2017/12/30,7,,継続
その他,ジムキサービス,北海道日立システムズ,2017/12/30,7,2017年度予算計上,継続
小売,IKEAジャパン,IKEAジャパン新三郷店,2017/4/30,7,,継続
小売,IKEAジャパン,IKEAジャパン長久手店,2017/6/30,7,,継続
小売,IKEAジャパン,IKEAジャパン港北店,2017/6/30,7,,継続
物流,スタークス株式会社,物流倉庫,2017/12/30,7,随時導入、月4台ペース,継続
その他,インフォセンス,インフォセンス,2017/6/30,7,レンタル　ipod touchとセット条件　アスタリスクは高い,継続
物流,コスモグラフ,コスモグラフ,2017/4/10,7,レンタル,継続
物流,コスモグラフ,コスモグラフ,2017/4/19,7,レンタル,継続
物流,コスモグラフ,コスモグラフ,2017/10/10,7,レンタル,継続
その他,コプロシステム,コプロシステム,2017/5/15,7,レンタル,継続
その他,アセットインベントリー株式会社,アセットインベントリー株式会社,2017/7/30,7,ソフト開発,継続
その他,アセットインベントリー株式会社,アセットインベントリー株式会社,2017/7/30,7,レンタル,継続
その他,イベントレジスト,Amazon,2017/5/30,7,レンタル,継続
その他,イベントレジスト,アドビシステム,2017/10/1,7,レンタル,継続
その他,イベントレジスト,東京国際映画祭,2017/10/30,7,レンタル,継続
その他,イベントレジスト,サイボーズ,2017/11/10,7,レンタル,継続
物流,シーネットコネクトサービス,東レﾀﾞｳｺｰﾆﾝｸﾞ,2016/9/30,8,2016/9売上済み。同社の防爆エリアにて利用。,受注
物流,シーネットコネクトサービス,アストラゼネカ,2016/8/30,8,競合カシオ　IT-G500-WC26J　キーエンス　BT-W100　４台は2016／3月に受注。,継続
物流,シーネットコネクトサービス,アストラゼネカ,2017/3/31,8,競合カシオ　IT-G500-WC26J　キーエンス　BT-W100　上記４台購入後検証を兼ね評価した結果、CK3Xの画面が小さいく見づらいとの理由で追加購入見送りとなり、その後ｷｰｴﾝｽ　BT-W100への購入に切り替えられた。14台の追加注文は失注。,継続
物流,シーネットコネクトサービス,フジクラ物流,2016/8/30,8,"2016/8月売上済み。Font Kit, Japanese含む　PD41からのﾘﾌﾟﾚｰｽ案件。",継続
物流,シーネットコネクトサービス,フジクラ物流,2017/7/30,8,当初2017年1月販売予定であったが、購入延期となり6月～7月に購入予定となる。PM42に変更の可能性あり。,継続
物流,シーネットコネクトサービス,フレクトロニクス　茨城,2017/8/30,8,1月頃の予定であったが、部内予算が取れず延期状態との事。再確認後2017/8月以降の話が浮上している。,継続
物流,シーネットコネクトサービス,アシュリオン,2016/6/30,8,2016/6月売上済み,受注
物流,シーネットコネクトサービス,アシュリオン,2016/9/9,8,2016/9月売上済み,受注
物流,シーネットコネクトサービス,アシュリオン,2016/11/24,8,2016/11月売上済み,受注
物流,シーネットコネクトサービス,アシュリオン,2017/3/8,8,2017/3月売上済み,受注
物流,シーネットコネクトサービス,ノーラックス,2017/10/30,8,ノーラックス顧客のグローバルユーザー案件。現在予算稟議中。合わせてCK3も同時検討との事。,継続
物流,シーネットコネクトサービス,フジクラダイヤケーブル,2017/3/13,8,2017/3月売上済み。追加発注の打診有り。（台数確認中）,受注
物流,シーネットコネクトサービス,Fedex　関西,2017/6/30,8,PM4i老朽化に伴うﾘﾌﾟﾚｰｽにて検討,継続
物流,シーネットコネクトサービス,トーヨーカネツソリューション,2016/7/30,8,2016/7月売上済み。,受注
物流,シーネットコネクトサービス,ダイワボウ情報システム,2016/9/2,8,2016/9月売上済み。E/Uは沖電気工業。,受注
物流,シーネットコネクトサービス,ダイワボウ情報システム,2016/9/20,8,2016/9月売上済み。E/Uは沖電気工業。,受注
物流,シーネットコネクトサービス,三共貨物自動車株式会社,2017/6/30,8,当初2016年中の発注予定であったが、年内予算が取れず延期状態との事。,継続
物流,シーネットコネクトサービス,ヤマトロジスティクス,2017/12/30,8,他製品（PC増設）も有り予算捻出に手間取っている状況下との事。引き続きフォロー,継続
物流,シーネットコネクトサービス,株式会社シーアンドエーソリューション,2017/6/30,8,画像取得ｼｽﾃﾑで1台検証用で購入。シーアンドエーソリューションのクライアントから案件発生毎に受注予定。,継続
物流,シーネットコネクトサービス,コーデンシ株式会社,2017/6/30,8,競合：ｷｰｴﾝｽBT-W85OCRﾓﾃﾞﾙ　ﾗﾍﾞﾙ中のLOT.No等の読取で検討されているが。BT-W85で読める文字が。Solomonでは読めない状況がある。精度が上がれば遥かにPM200が安いので、競り勝ちの要素は高くなる見込み。,継続
物流,シーネットコネクトサービス,提案中,2017/12/30,8,賞味期限読取にてシーネット音声システムと連携で現在評価中。初年度30台程度見込み。,継続
物流,インフォセンス株式会社,HAVI関西DC,2016/7/5,8,2016/7月売上済み。HAVI関西DC　ﾌｫｰｸﾘﾌﾄ据付車載端末として利用。,受注
物流,インフォセンス株式会社,HAVI関西DC,2016/7/5,8,2016/7月売上済み。常温倉庫でH/TにWaveＬｉｎｋを搭載し利用。,受注
物流,インフォセンス株式会社,HAVI関西DC,2016/7/5,8,2016/7月売上済み。冷凍倉庫内でH/TにWaveＬｉｎｋを搭載し利用。,受注
小売,日本通信紙㈱,サンドラック,2017/5/30,8,パイロット店として2台購入済。必要店舗毎に随時発注予定。,受注
小売,日本通信紙㈱,カクヤス酒店,2017/10/1,8,3店舗分として３ｾｯﾄ購入済。必要店舗毎に随時発注予定。,継続
小売,日本通信紙㈱,東芝テック,2017/6/30,8,東芝テック西日本（主に九州地区）インバウンド案件の全体年間ボリューム数。随時案件。,継続
小売,日本通信紙㈱,日本貨物検数協会,2017/6/30,8,現在セールス展開中,継続
小売,BookSuperSolution㈱,関西エリア書店,2017/4/30,8,現在セールス展開中。5100用PGは開発済であるが最終レビュー必要。,継続
小売,BookSuperSolution㈱,関西エリア書店,2017/4/30,8,現在セールス展開中,継続
小売,BookSuperSolution㈱,関西エリア書店,2017/4/30,8,現在セールス展開中,継続
小売,BookSuperSolution㈱,関西エリア書店,2017/4/30,8,現在セールス展開中,継続
FA,コムベックス（株）,沖電気工業（本庄工場）,2017/6/30,8,NTTからのODM：ﾎｰﾑｹﾞｰﾄｳｴｲ及びｽﾏｰﾄﾒｰﾀ接続用ｽｷｬﾅｰとして1900導入。,継続
医療,コムベックス（株）,株式会社エーアンド・ディ,2017/12/30,8,電子天秤環境アナライザー機器接続ｽｷｬﾅｰ案件。予定よりずれ込み2016～17にﾘﾘｰｽ予定。,継続
FA,コムベックス（株）,㈱ファインテック,2017/9/30,8,産業用ロボットなど精密機械の工程管理指示表内のQR読取。,継続
FA,コムベックス（株）,㈱ファインテック,2017/12/30,8,本年度に入り44台販売済み。LEDチェッカーのオプション販売となるので定期的な購入。3320ｇへ切替。,継続
FA,コムベックス（株）,三菱電機株式会社群馬製作所,2017/9/30,8,ヒートポンプ式電気給湯機の工程管理。進捗ｶｰﾄﾞの読取で利用。,継続
FA,コムベックス（株）,テイ・エス テック株式会社,2017/6/30,8,競合：GRYPHON　L-U USB　自社製品の部品の管理及び製品出荷・梱包に於ける異混入チェックで検討中。,継続
FA,コムベックス（株）,日本化薬様高崎工場,2017/9/30,8,ムナゾウ製品はバリデーションが出来ないということにより、ユーザーがバリデーションの出来る製品を探している。,継続
FA,コムベックス（株）東京,東洋計測器　株式会社,2016/12/7,8,2016/12/7売上・ルネサス那珂に導入。2017～2018にかけて追加案件の打診あり。,継続
FA,㈱データビジネスメーション,㈱ディーソル,2016/12/13,8,2016/12と17/1月に売上。㈱ディーソル及びオーイ－エムサプライ工業2社に対し合計2台販売。,継続
その他,ソフトバンクC＆S,三菱電機インフォメーションシステムズ株式会社,2018/3/30,8,入札案件。来期ではあるが競合有りに付フォロー。,継続
その他,イーサポートリンク㈱,ﾌｨﾘﾋﾟﾝ農産市場,2017/12/30,8,ﾌｨﾘﾋﾟﾝ農産市場　売上管理ｼｽﾃﾑ。前回とは異なる市場での案件。,継続
その他,イーサポートリンク㈱,ﾌｨﾘﾋﾟﾝ農産市場,2017/12/30,8,状況如何ではﾌｨﾘﾋﾟﾝ代理店と農産市場とで直接販売とし、ﾊﾞｯｸﾏｰｼﾞﾝ契約も念頭に置き活動予定。,継続
FA,塩田電線(ｼｵﾀﾞｼｽﾃﾑｻｰﾋﾞｽ）,ｺｶｺｰﾗｲｰｽﾄｼﾞｬﾊﾟﾝ,2017/12/30,8,投入防止/容器チェックアプリ　15工場×5ﾗｲﾝ　60箇所目標。1ﾗｲﾝ3台予定。現在予算稟議中,継続
FA,サクラ精機株式会社,サクラ精機株式会社,2017/12/30,8,同社検体検査機器に接続の2Dｽｷｬﾅｰとして1900を採用。試験導入として本年度50台程度見込み,継続
小売,ﾃｸﾉﾗｲｸｽ株式会社（ｸﾗｳﾄﾞﾜﾝ）,インバウンド免税店,2017/12/30,8,全国の流通業/アパレルなどの免税カウンターで処理を行える様提案中。Tm-m30は青木さんから購入,継続
その他,コプロシステム株式会社,㈱ムラヤマ,2016/7/5,8,2016/7月受注済みの来場管理ｼｽﾃﾑﾚﾝﾀﾙ案件。現在は宮地さんへ全面的に引継。,継続
その他,兼松コミュニケーションズ株式会社 ,三菱電機インフォメーションシステムズ,2017/8/30,8,三菱電機インフォメーションシステムズ増設案件。　iPhone6とのｾｯﾄで入出庫管理にて利用。ダイヤモンドテレコム合併により案件引継。,継続
その他,東芝テック株式会社,兼松コミュニケーションズ株式会社 ,2017/6/30,8,兼松自社経営の各キャリアメーカーショップでの電話契約書内の項目毎の番号読取で検討中。（導入効果次第で、全国展開有り）,継続
小売,東芝テック株式会社,ゲオホールディング案件,2017/3/31,8,失注。競合ユニテックMS916他も含め検討をしていたが、カードリーダーや、レシートプリンタの購入が優先され結果的には予算オーバーとなりＢｌｕｔｏｏｔｈｽｷｬﾅｰ自体の採用は見合わせた形となった。,失注
物流,東芝テック株式会社,リバークレイン,2016/10/7,8,2016/10売上済み。バイク用品オンラインショップ店：部品等の入出庫管理に採用,受注
FA,東芝テック株式会社,千代田組,2017/12/30,8,E/Uは椿本チエイン　現状LS2208を年100台～200台購入。現在交渉中。,継続
物流,東芝テック株式会社,リコージャパン,2017/9/30,8,物流センター向け案件でバックヤードの入出庫で定置式スキャナを検討中。,継続
FA,株式会社エーピークラフト,エクセルホールディング,2017/6/30,8,2台評価機は導入済み。日本/ﾁｪｺ/US/中国/ﾀｲ各20台　合計100台ｾｯﾄ見込み。予算の兼ね合いで延期状態。5100EOL予定に付場合によってはPM200へ提案を切替予定。,継続
その他,株式会社エーピークラフト,株式会社シオザワ,2017/6/30,8,部署により2機種提案。PM200は倉庫内での紙製品の商品管理・販売先管理で検討,継続
その他,株式会社エーピークラフト,株式会社シオザワ,2017/6/30,8,ドライバーに持たせSIMを利用し、ﾄﾚｰｻﾋﾞﾘﾃｨを行う用途。現状ZEBRAの廃盤機種を使っているが、そのﾘﾌﾟﾚｰｽで提案。,継続
FA,株式会社エーピークラフト,㈱イセトー,2017/3/31,8,イセトー製作のクオカードの背面のNo読取及び各種専用伝票記載の管理No読取で検討を頂いたが、認識率が悪く（英字は50％程度）不採用となった。しかしながら、ピンポイント活用で再検討中,継続
その他,ティアックオンキヨーソリューションズ株式会社,㈱武蔵野　,2017/8/30,8,㈱武蔵野でｾﾐﾅｰ受付ｶﾝﾀｰでｉPodtouchを用い来場者管理をしている。現状25台利用。増設予定あり,継続
FA,ティアックオンキヨーソリューションズ株式会社,友晃電機株式会社,2017/6/30,8,競合：DENSO　BHT-800/キーエンスBT-1000　用途： 部品メーカーへ発注済分の入荷検品業務で検討中。,継続
小売,ティアックオンキヨーソリューションズ株式会社,株式会社ダスキン,2017/12/30,8,清掃用具持ち出し管理で検討中。RF-IDによる管理も同時検討しているが、予算の関係上ﾊﾞｰｺｰﾄﾞ管理の可能性大。,継続
医療,ティアックオンキヨーソリューションズ株式会社,㈱アストロステージ,2017/6/30,8,競合W/D社MODEL 1660　四日市羽津医療センター案件　2016/９月に11台成約　MAX40台程度のﾎﾞﾘｭｰﾑとの事で、追加発注予定あり。,継続
医療,ティアックオンキヨーソリューションズ株式会社,SOMPOケアネクスト株式会社,2017/12/30,8,介護施設に於ける消耗品の管理又は薬品管理で2DBluetoothﾃﾞﾊﾞｲｽを検討中。,継続
FA,ｴｽ･ｴｽ･ｱﾝﾄﾞ･ﾃｨ,㈱大里,2017/12/30,8,DENSO　BHT-300利用中。部品の入庫、商品の出庫、在庫管理、棚卸の各処理にてH/Tを利用。商品老朽化に伴い新機種を検討中。,継続
小売,ｴｽ･ｴｽ･ｱﾝﾄﾞ･ﾃｨ,サイバーリンクス,2017/6/30,8,インバウンド。免税システムにpassport読取でセット販売。年間100台想定。,継続
小売,ｴｽ･ｴｽ･ｱﾝﾄﾞ･ﾃｨ,サイバーリンクス,2017/12/30,8,現在提案中。Passport読みでﾀﾌﾞﾚｯﾄへﾃﾞｰﾀ転送しAPで処理。,継続
その他,ｴｽ･ｴｽ･ｱﾝﾄﾞ･ﾃｨ,新宿ソフト,2017/12/31,8,競合：ZEBRALS220・デジテックDHT-112S　1450-1Dを現在提案中。ﾘﾌﾟﾚｰｽの際に随時。年間予測台数として50台,継続
その他,ｴｽ･ｴｽ･ｱﾝﾄﾞ･ﾃｨ,よみうりコンピュータ,2017/12/31,8,集金処理ｼｽﾃﾑで利用中。追加案件見込み,継続
FA,共同印刷株式会社,自社工場利用,2017/6/30,8,川島工場　SC 7課1科　折原様からの引き合い。現在予算稟議中。,継続
FA,共同印刷株式会社,自社工場利用,2017/6/30,8,川島工場　横江様からの引き合い。現在予算稟議中。,継続
小売,寺岡精工,提案中,2017/3/24,10,確定案件 3/21頃受注予定,継続
小売,寺岡精工,提案中,2017/3/31,10,確定案件 3/21頃受注予定,継続
小売,寺岡精工,提案中,2017/3/31,10,確定案件 3/21頃受注予定,継続
物流,寺岡精工,提案中,2017/3/31,10,確定案件 3/21頃受注予定,継続
小売,寺岡精工,提案中,2017/9/29,10,POS接続でバックヤード製品も読み取る。1D専用(1202g)になる可能性もあり。,継続
